Title (OPTIONAL),English Content,Gujurati Content,Transliteration Content,Gujarati Audio URL,Value,Sanskrit Content,Sanskrit Audio URL,Tier (Satsang Diksha Only)
Shloka 38,"One should never strike another person. One should not swear, insult or commit other forms of subtle harm or injury. ","કોઈનું તાડન ક્યારેય ન કરવું. અપશબ્દો કહેવા, અપમાન કરવું ઇત્યાદિ કોઈપણ પ્રકારે સૂક્ષ્મ હિંસા પણ ન કરવી.","Koīnu tāḍan kyārey na karavu. Apshabdo kahevā, apamān karavu ityādi koīpaṇ prakāre sūkṣhma hinsā paṇ na karavī.",https://baps.box.com/shared/static/ef1fiyr2iist2txm4y2jb98ajykkkc3v.mp3,1,"Kasyā’pi tāḍanam naiva karaṇīyam kadāchana ।
Apa-shabdā’pamānādi-sūkṣhma-hinsā’pi naiva cha ॥38॥",https://baps.box.com/shared/static/ge42v23jq6d2jtccossz9avkvkfwvrgf.mp3,shastri
Shloka 39,"One should not commit violence to attain wealth, power, prestige or [to fulfil one’s desire] for a man or woman or anything else. Also, one should also not commit violence out of ego, jealousy or anger.","ધન, સત્તા, કીર્તિ, સ્ત્રી, પુરુષ ઇત્યાદિની પ્રાપ્તિને અર્થે તથા માન, ઈર્ષ્યા કે ક્રોધે કરીને પણ હિંસા ન કરવી.","Dhan, sattā, kīrti, strī, puruṣh ityādinī prāptine arthe tathā mān, īrṣhyā ke krodhe karīne paṇ hinsā na karavī.",https://baps.box.com/shared/static/k5syw842qy7ahcbnuthg9ci32l5pgyzn.mp3,1,"Sattā-kīrti-dhana-dravya-strī-puruṣhādikā’ptaye ।
Mānerṣhyā-krodhatash-chā’pi hinsām naiva samācharet ॥39॥",https://baps.box.com/shared/static/eicrfac18tavwh3dhija13qh05aq86v2.mp3,shastri
Shloka 40,"Inflicting mental, verbal or physical violence pains Swaminarayan Bhagwan, who resides within that person.","મને કરીને, વચને કરીને કે કર્મે કરીને હિંસા કરવાથી તેનામાં રહેલા સ્વામિનારાયણ ભગવાન દુઃખાય છે.","Mane karīne, vachane karīne ke karme karīne hinsā karavāthī tenāmā rahelā Swāminārāyaṇ Bhagwān dukhāy chhe.",https://baps.box.com/shared/static/fr3ma855kf7or6h6sk7m051pa4eiurew.mp3,1,"Manasā vachasā vā’pi karmaṇā hinsane kṛute ।
Tat-sthito dukhyate nūnam Swāminārāyaṇo Harihi ॥40॥",https://baps.box.com/shared/static/eivcm7opimuozo4yiggfrzfyfx0oj06a.mp3,shastri
Shloka 41,"Suicide is also a form of violence. Therefore, never commit suicide by falling from heights, hanging oneself, consuming poison or any other means. ","આત્મહત્યા કરવી તે પણ હિંસા જ છે. આથી પડતું મૂકવું, ગળે ટૂંપો ખાવો, ઝેર ખાવું ઇત્યાદિ કોઈ રીતે આત્મહત્યા ક્યારેય ન કરવી.","Ātma-hatyā karavī te paṇ hinsā ja chhe. Āthī paḍatu mūkavu, gaḷe ṭūnpo khāvo, zer khāvu ityādi koī rīte ātma-hatyā kyārey na karavī.",https://baps.box.com/shared/static/9hdmd5p4kv9s0migq5qaxv6kc0hqcx05.mp3,1,"Ātma-ghāto’pi hinsaiva na kāryo’tah kadāchana ।
Patana-gala-bandhādyair viṣha-bhakṣhādibhis-tathā ॥41॥",https://baps.box.com/shared/static/84mo7yuq1w8yx8701h325s6qgdm4j375.mp3,shastri
Shloka 42,"No one should kill oneself or others out of grief, shame, fear, anger or due to illness and other adversities, not even for the sake of dharma.","દુઃખ, લજ્જા, ભય, ક્રોધ તથા રોગ ઇત્યાદિ આપત્તિને કારણે, કે પછી ધર્મને અર્થે પણ કોઈએ પોતાની કે અન્યની હત્યા ન કરવી.","Dukh, lajjā, bhay, krodh tathā rog ityādi āpattine kāraṇe, ke pachhī dharmane arthe paṇ koīe potānī ke anyanī hatyā na karavī.",https://baps.box.com/shared/static/y7x6v6rc0z92itt2ro1dvrvywb6zjj6r.mp3,1,"Dukha-lajjā-bhaya-krodha-rogādyāpatti kāraṇāt ।
Dharmā’rtham api kashchiddhi hanyān-na swam na vā param ॥42॥",https://baps.box.com/shared/static/x7ptc5lsrf0tml3b64a7m7uvbcgdx96k.mp3,shastri
Shloka 43,A mumukshu should never commit suicide even at a place of pilgrimage. One should never commit suicide at pilgrimage places even with the hope of attaining moksha or merits.,મુમુક્ષુએ તીર્થને વિષે પણ આત્મહત્યા ન જ કરવી. મોક્ષ કે પુણ્ય પામવાની ભાવનાથી પણ તીર્થને વિષે આપઘાત ન જ કરવો.,Mumukṣhue tīrthane viṣhe paṇ ātma-hatyā na ja karavī. Mokṣha ke puṇya pāmavānī bhāvanāthī paṇ tīrthane viṣhe āpghāt na ja karavo.,https://baps.box.com/shared/static/ptaakh2nmo6ji3ar52ivxb0pjst5blyd.mp3,1,"Tīrthe’pi naiva kartavya ātma-ghāto mumukṣhubhihi ।
Naivā’pi mokṣha-puṇyāpti bhāvāt kāryah sa tatra cha ॥43॥",https://baps.box.com/shared/static/pw4dhwbs0scycujp51yrxe4ge9dhgk6p.mp3,shastri
Shloka 44,"Bhagwan is the all-doer, compassionate and the protector of all; at all times, he alone is the resolver of all my adversities.","ભગવાન સર્વકર્તા છે, દયાળુ છે, સર્વનું રક્ષણ કરનારા છે અને એ જ સદા મારાં સર્વે સંકટોના ટાળનારા છે.","Bhagwān sarva-kartā chhe, dayāḷu chhe, sarvanu rakṣhaṇ karanārā chhe ane e ja sadā mārā sarve sankaṭonā ṭāḷanārā chhe.",https://baps.box.com/shared/static/lam4hhi8uwqbzz70emuosmjpot93gs3u.mp3,1,"Bhagavān sarva-kartā’sti dayāluh sarva-rakṣhakaha ।
Sa eva nāshakah sarva-sankaṭānām sadā mama ॥44॥",https://baps.box.com/shared/static/ypu00hcyxtjvaeqawww15bcvf4vto49m.mp3,shastri
Shloka 45,Whatever Bhagwan does is always beneficial. His wish alone is my prārabdh. He alone is my liberator.,ભગવાન જે કરે તે સદાય સારા માટે હોય. તેમની ઇચ્છા એ જ મારું પ્રારબ્ધ છે. તેઓ જ મારા તારક છે.,Bhagwān je kare te sadāy sārā māṭe hoy. Temanī ichchhā e ja māru prārabdha chhe. Teo ja mārā tārak chhe.,https://baps.box.com/shared/static/eik3aja3zuap723lvgy27uux5sxj7k8d.mp3,1,"Bhagavān kurute yaddhi hitārtham eva tat sadā ।
Prārabdham me tad ichchhaiva sa eva tārako mama ॥45॥",https://baps.box.com/shared/static/f9omnnc675yjipqqn7fcnm63dcegg47t.mp3,shastri
Shloka 46,"My hindrances, sins, flaws and bad qualities will certainly be destroyed. I will surely attain peace, supreme bliss and happiness.","મારાં વિઘ્નો, પાપ, દોષ તથા દુર્ગુણો અવશ્ય નાશ પામશે. હું અવશ્ય શાંતિ, પરમ આનંદ અને સુખ પામીશ.","Mārā vighno, pāp, doṣh tathā durguṇo avashya nāsh pāmashe. Hu avashya shānti, param ānand ane sukh pāmīsh.",https://baps.box.com/shared/static/dubatq8s191fpxzkcw3gzm30lewfhjrp.mp3,1,"Nūnam nankṣhyanti me vighnāh pāpa-doṣhāsh-cha dur-guṇāhā ।
Nūnam prāpsyāmyaham shāntim ānandam paramam sukham ॥46॥",https://baps.box.com/shared/static/dzh4uo164gc0nv4txw9hn0t80s6nskck.mp3,shastri
Shloka 47,"This is because I have attained the manifest form of Akshar- Purushottam Maharaj. With his strength, I will surely overcome misery.",કારણ કે મને સાક્ષાત્ અક્ષરપુરુષોત્તમ મહારાજ મળ્યા છે. તેમના બળે હું જરૂર દુઃખને તરી જઈશ.,Kāraṇ ke mane sākṣhāt Akṣhar-Puruṣhottam Mahārāj maḷyā chhe. Temanā baḷe hu jarūr dukhne tarī jaīsh.,https://baps.box.com/shared/static/zzo6nnc68mto11jzlhkil1eipi3ga5ot.mp3,1,"Yato mām militah sākṣhād Akṣhara-Puruṣhottamaha ।
Nishchayena tariṣhyāmi dukha-jātam hi tad balāt ॥47॥",https://baps.box.com/shared/static/s2cxvzv0b9k91q4ebvc67i6yb4lavnmf.mp3,shastri
Shloka 48,"With the strength of such thoughts, a devotee who has taken refuge never loses courage and remains joyous due to the strength of Bhagwan.",આ રીતે વિચારનું બળ રાખી આશ્રિત ભક્ત ક્યારેય હિંમત ન હારે અને ભગવાનના બળે આનંદમાં રહે.,Ā rīte vichārnu baḷ rākhī āshrit bhakta kyārey himmat na hāre ane Bhagwānnā baḷe ānandmā rahe.,https://baps.box.com/shared/static/0wuxuava8d4ja1l48clxec3d92v0ee2k.mp3,1,"Vichāryaivam balam rakṣhed nā’shrito nirbalo bhavet ।
Ānandito bhaven-nityam Bhagavad bala vaibhavāt ॥48॥",https://baps.box.com/shared/static/5gocsew3xfaw023hk7wic61fzgt1880u.mp3,shastri
Shloka 49,"One should never spit, urinate or defaecate in places prohibited by the shastras and society. ",શાસ્ત્રમાં તથા લોકમાં નિષેધ કર્યો હોય તેવાં સ્થાનોને વિષે ક્યારેય થૂંકવું નહીં તથા મળ-મૂત્રાદિ ન કરવું.,Shāstramā tathā lokmā niṣhedh karyo hoy tevā sthānone viṣhe kyārey thūnkavu nahī tathā maḷ-mūtrādi na karavu.,https://baps.box.com/shared/static/wt0ztvt693cc12tpu76s5rk3dg48qb7n.mp3,1,"Ṣhṭhīvanam mala-mūtrādi-visarjanam sthaleṣhu cha ।
Shāstra-loka-niṣhiddheṣhu na kartavyam kadāchana ॥49॥",https://baps.box.com/shared/static/66pllxfh30d2tz714n8s8rsnn0usogeo.mp3,shastri
Shloka 50,One should observe all forms of external and internal purity. Shri Hari loves purity and is pleased with those who are pure. ,બાહ્ય અને આંતરિક એમ સર્વ પ્રકારની શુદ્ધિનું પાલન કરવું. શ્રીહરિને શુદ્ધિ પ્રિય છે અને શુદ્ધિવાળા મનુષ્યની ઉપર તેઓ પ્રસન્ન થાય છે.,Bāhya ane āntarik em sarva prakārnī shuddhinu pālan karavu. Shrīharine shuddhi priya chhe ane shuddhivāḷā manuṣhyanī upar teo prasanna thāy chhe.,https://baps.box.com/shared/static/0ynd4kmdsnv4ksnvvilk7yl9mgvg8vh6.mp3,1,"Shuddhih sarvavidhā pālyā bāhyā chā’bhyantarā sadā ।
Shuddhi-priyah prasīdech-cha shuddhi-mati jane Harihi ॥50॥",https://baps.box.com/shared/static/wbcygbabb0zev6yx5ogxrm44zyi69v4a.mp3,shastri
Shloka 51,"Satsangis should always wake up before sunrise. After bathing and other morning routines, they should put on clean clothes. ",સત્સંગીઓએ સદા સૂર્ય ઊગ્યા પૂર્વે જાગવું. ત્યાર બાદ સ્નાનાદિક કરી શુદ્ધ વસ્ત્રો ધારણ કરવાં.,Satsangīoe sadā sūrya ūgyā pūrve jāgavu. Tyār bād snānādik karī shuddha vastro dhāraṇ karavā.,https://baps.box.com/shared/static/6qxdiiz0c6ahin57k9y4e6xq8pw9401e.mp3,1,"Satsangibhih praboddhavyam pūrvam sūryodayāt sadā ।
Tatah snānādikam kṛutvā dhartavyam shuddha vastrakam ॥51॥",https://baps.box.com/shared/static/6rcrc7tefgduvuein7n48pib7h5thfq7.mp3,shastri
Shloka 52,"Thereafter, one should sit on a clean āsan and perform personal daily puja facing east or north.","ત્યાર બાદ પૂર્વ દિશામાં અથવા ઉત્તર દિશામાં મુખ રાખી, શુદ્ધ આસન ઉપર બેસી નિત્યપૂજા કરવી.","Tyār bād pūrva dishāmā athavā uttar dishāmā mukh rākhī, shuddha āsan upar besī nitya-pūjā karavī.",https://baps.box.com/shared/static/pqmq1p3ykm9sk321v7wgytcz7j4n3jro.mp3,1,"Pūrvasyām uttarasyām vā dishi kṛutvā mukham tataha ।
Shuddhā’sanopaviṣhṭah san-nitya-pūjām samācharet ॥52॥",https://baps.box.com/shared/static/ftt255cfz377d17wkagoryt7ta0l9b1e.mp3,shastri
Shloka 53-54,"While chanting the Swaminarayan mantra and remembering the guru, apply a Ushaped tilak made from chandan that has been sanctified by having been offered to Bhagwan and a Kumkum chandlo to the forehead. One should also apply a tilak-chandlo of chandan to the chest and both arms. ",સ્વામિનારાયણ મંત્રનો જાપ કરતાં તથા ગુરુનું સ્મરણ કરતાં કરતાં ભાલને વિષે ભગવાનની પૂજાથી પ્રસાદીભૂત થયેલ ચંદન વડે ઊર્ધ્વપુંડ્ર તિલક કરવું અને કુંકુમ વડે ચાંદલો કરવો તથા છાતી અને બંને ભુજાઓ પર ચંદનથી તિલક-ચાંદલો કરવો.,Swāminārāyaṇ mantrano jāp karatā tathā gurunu smaraṇ karatā karatā bhālne viṣhe Bhagwānnī pūjāthī prasādībhūt thayel chandan vaḍe ūrdhva-punḍra tilak karavu ane kumkum vaḍe chāndalo karavo tathā chhātī ane banne bhujāo par chandanthī tilak-chāndalo karavo.,https://baps.box.com/shared/static/oftmj1vdceo5bpc7dhstofycvuyxr19o.mp3,2,"Prabhu-pūjopa-yuktena chandanenordhva puṇḍrakam ।
Bhāle hi tilakam kuryāt kumkumena cha chandrakam ॥53॥
Urasi hastayosh-chandram tilakam chandanena cha ।
Swāminārāyaṇam mantram japan kuryād gurum smaran ॥54॥",https://baps.box.com/shared/static/o9qpzfkc0b8avplc5jaerh4fv3aaabfx.mp3,shastri
Shloka 55,"While remembering Bhagwan and the guru, women should imprint only a Kumkum chandlo to their foreheads. They should not apply a tilak.",સ્ત્રીઓએ ભગવાન તથા ગુરુનું સ્મરણ કરતાં ભાલને વિષે કેવળ કુંકુમનો ચાંદલો કરવો. તિલક ન કરવું.,Strīoe Bhagwān tathā gurunu smaraṇ karatā bhālne viṣhe kevaḷ kumkumno chāndalo karavo. Tilak na karavu.,https://baps.box.com/shared/static/9duhz55nu52ghep36ppzzqwzim333ia4.mp3,1,"Kevalam chandrakah strībhih kartavyas-tilakam na hi ।
Kumkuma dravyato bhāle smarantībhir harim gurum ॥55॥",https://baps.box.com/shared/static/e13nn8s5thau55bho334o7cakbcvlufh.mp3,shastri
Shloka 56-58,"Thereafter, to gain the privilege to perform puja, a devotee who has taken the refuge of satsang should meditate on their ātmā while contemplating upon the glory of Bhagwan. The sacred mantra ‘Aksharam-aham Purushottam-dāso’smi’ should be recited with joy and devotion. One should identify one’s ātmā with Aksharbrahman and perform mānsi puja with a calm and focused mind.","ત્યાર બાદ સત્સંગને આશ્રિત ભક્તે પૂજાના અધિકાર માટે ભગવાનના પ્રતાપનું ચિંતવન કરતાં કરતાં આત્મવિચાર કરવો. પ્રસન્ન ચિત્તે અને ભક્તિભાવપૂર્વક ‘અક્ષરમ્ અહં પુરુષોત્તમદાસોસ્મિ’ એ પવિત્ર મંત્રનું ઉચ્ચારણ કરવું. પોતાના આત્માને વિષે અક્ષરબ્રહ્મની વિભાવના કરવી અને શાંત થઈ, એકાગ્ર ચિત્તે માનસી પૂજા કરવી.","Tyār bād satsangne āshrit bhakte pūjānā adhikār māṭe Bhagwānnā pratāpnu chintavan karatā karatā ātma-vichār karavo. Prasanna chitte ane bhakti-bhāv-pūrvak ‘Akṣharam aham Puruṣhottama-dāsosmi’ e pavitra mantranu uchchāraṇ karavu. Potānā ātmāne viṣhe Akṣharbrahmanī vibhāvanā karavī ane shānt thaī, ekāgra chitte mānasī pūjā karavī.",https://baps.box.com/shared/static/9s5yey2pxyi4slk473qmu62b9rlbbyz3.mp3,3,"Tatah pūjā’dhikārāya bhaktah satsangam āshritaha ।
Kuryād ātma-vichāram cha pratāpam chintayan harehe ॥56॥
Akṣharam-aham ityevam bhaktyā prasanna chetasā ।
Puruṣhottama dāso’smi mantram etam vadech-chhuchim ॥57॥
Akṣharabrahma rūpatvam svasyā’tmani vibhāvayet ।
Kuryāch-cha mānasīm pūjām shānta ekāgra chetasā ॥58॥",https://baps.box.com/shared/static/wnjteqn9r9juctm5do1ace0t0gszfgzl.mp3,shastri
